,DC.C01.4861,DC.C01.4811,DC.C01.3000,DC.C01.1000,DC.C01.900,DC.C01N.120,DC.C01.80,DC.C01.5,DC.C14.4183,DC.C14.4138,DC.C14.2000,DC.C14N.1000,DC.C14.150,DC.C14.120,DC.C14.70,DC.C14.5,DC2.R04C06.05to1,DC2.R04C06.0to05,DC2.R04C06.10to15r,DC2.R04C06.1to5,DC2.R04C06.5to10,DC2.R14C27.05to1,DC2.R14C27.0to05,DC2.R14C27.10to15,DC2.R14C27.1to5,DC2.R14C27.5to10
sp1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00042644,0.00014128,0.00113154,0.00056657,0.00056746,0.00070811,0,0.00028313,0
sp1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00071073,0,0.00028289,0.00042493,0,0.00028325,0.0011325,0,0.00014134
sp1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1161,0,0,0.00014059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00028429,0,0,0.00056657,0.00014186,0.00014162,0,0,0
sp1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008477,0.00042433,0.00028329,0.00042559,0.00014162,0.00056625,0.00028313,0.00014134
sp1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042385,0,0,0,0,0.0038222,0.00084938,0.00141343
sp1165,0.00014071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0,0,0,0.00014156,0,0
sp1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0.00098898,0.00014144,0,0.00014186,0.00028325,0.00028313,0.00070781,0.00028269
sp1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212284,0,0,0,0,0,0,0,0.00014156,0
sp1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1170,0,0,0,0,0,0,0.00070284,0.00014047,0,0,0,0,0,0,0.00126493,0.00351124,0,0,0,0,0,0,0,0,0,0
sp1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0,0,0,0,0,0,0,0,0
sp1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169827,0,0,0,0.00056657,0.00014186,0.00028325,0.00014156,0.00028313,0
sp1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0.00056577,0.00014164,0,0.00014162,0,0,0.00014134
sp1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0.00085288,0,0.00056577,0,0.00070932,0.00042487,0,0,0
sp1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0,0,0,0,0,0,0.00014134
sp1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0,0,0,0,0,0
sp1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254309,0,0.00028329,0,0,0.00070781,0,0
sp1178,0,0,0,0,0,0.00745115,0.00098398,0,0,0,0,0,0,0,0.00014055,0,0,0,0,0,0,0,0,0,0,0
sp1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00042644,0,0.00014144,0,0.00014186,0,0.00028313,0.00014156,0
sp1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00099502,0,0.00014144,0.00042493,0,0.00056649,0,0,0
sp1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00042644,0,0,0,0.00028373,0,0.00028313,0,0
sp1183,0,0,0,0,0,0.0033741,0.00014057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00014215,0.00042385,0.00113154,0.00042493,0.00028373,0.00084974,0,0.00028313,0
sp1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0.00183668,0.00084866,0.00042493,0.00099305,0.00042487,0.00028313,0.00042469,0.00056537
sp1186,0.00042212,0,0.00056235,0.00407934,0.00323215,0,0,0,0,0.00042194,0.00042147,0.00238764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0,0.00042433,0.00042493,0.00014186,0,0,0,0
sp1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0.00028289,0,0.00056746,0.00084974,0,0.00056625,0.00014134
sp1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00056859,0.00028257,0.00028289,0.00070822,0.00014186,0.00028325,0,0.00014156,0.00056537
sp1190,0.00098494,0.0011247,0.00140588,0,0,0,0,0,0.00070304,0.00112518,0.00154538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1191,0,0,0,0.00056267,0.00042159,0,0,0,0,0,0,0.0008427,0.0032317,0.00253307,0,0,0,0,0,0,0,0,0,0,0,0
sp1192,0,0,0,0,0,0.00056235,0,0,0,0,0,0,0.00449628,0.00520687,0,0,0,0,0,0,0,0,0,0,0,0
sp1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056513,0,0.00014164,0,0,0.00014156,0,0.00028269
sp1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00014215,0,0.00014144,0,0.00056746,0.00056649,0,0.00056625,0
sp1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00014215,0,0,0.00014164,0.00056746,0.00014162,0,0.00014156,0
sp1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1197,0.00337695,0.00210881,0.00014059,0.00014067,0,0,0.00014057,0,0.00224972,0.00168776,0,0.00014045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1198,0,0,0,0,0,0,0,0,0.00224972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1199,0,0,0,0,0,0.00210881,0.00028114,0,0,0,0,0,0,0,0.00168658,0.0002809,0,0,0,0,0,0,0,0,0,0
sp1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1201,0,0,0,0,0,0,0.00084341,0.00042141,0,0,0,0,0,0,0.00505973,0.00210674,0,0,0,0,0,0,0,0,0,0
sp1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0,0.00028257,0.00014144,0.00042493,0.00014186,0,0.00014156,0.00014156,0.00014134
sp1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0,0.00183668,0.00042433,0.00070822,0.00141864,0.00084974,0.00042469,0.0011325,0.00155477
sp1204,0.00042212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0.00042385,0.00056577,0.00070822,0.00014186,0,0,0.00042469,0.00042403
sp1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0,0.00014128,0.00056577,0,0,0,0,0.00028313,0.00042403
sp1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00014215,0.00056513,0.00014144,0.0009915,0.00028373,0.00014162,0.00028313,0.00028313,0
sp1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00085288,0,0,0.00014164,0,0,0,0,0
sp1210,0,0,0,0,0,0.00534233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056513,0.00042433,0.00084986,0,0,0,0,0
sp1212,0,0,0,0.00112533,0.00267004,0,0,0,0,0,0.00238831,0.00224719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1213,0,0,0,0.000422,0.00028106,0,0,0,0,0,0,0,0.00196712,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1214,0,0,0,0,0,0.00056235,0,0,0,0,0,0,0.00252916,0.00225162,0,0,0,0,0,0,0,0,0,0,0,0
sp1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0.00056577,0.00014164,0.00014186,0,0.00028313,0.00014156,0
sp1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0.00156361,0,0,0,0.00014186,0,0,0,0
sp1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00028429,0.00056513,0.00042433,0.0009915,0.00085118,0.00014162,0,0.00070781,0.00028269
sp1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1220,0.00014071,0.00056235,0.00393645,0,0,0,0,0,0.00084364,0.00126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056859,0,0.00014144,0,0,0,0,0,0
sp1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00042644,0,0,0,0.00014186,0.00014162,0,0,0
sp1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0,0,0,0,0,0.00084974,0.00042469,0.00099094,0
sp1225,0,0,0,0.00182867,0.0009837,0,0,0,0,0,0.00056196,0.00098315,0,0,0,0,0.00028305,0,0,0,0,0,0,0,0.00014156,0
sp1226,0,0,0,0,0,0.00449881,0.00098398,0,0,0,0,0,0,0.00112581,0.00098384,0,0,0,0,0,0,0,0,0,0,0
sp1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00028429,0,0.00014144,0,0.00028373,0.00028325,0,0.00042469,0.00028269
sp1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00028429,0,0,0,0,0,0,0,0
sp1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00042644,0.00042385,0.00042433,0.00056657,0.00042559,0.00028325,0,0.00028313,0.00070671
sp1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042493,0,0,0,0,0
sp1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0.00014144,0,0,0,0,0,0
sp1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00028429,0.00070641,0.00070721,0.00113314,0.00014186,0,0,0.00127407,0.00141343
sp1233,0,0,0,0,0,0,0,0.00519736,0,0,0,0,0,0,0,0.00210674,0,0,0,0,0,0,0,0,0,0
sp1234,0,0,0,0,0,0,0.00028114,0.00196657,0,0,0,0,0,0,0.00098384,0.00042135,0,0,0,0,0,0,0,0,0,0
sp1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00014215,0.00169539,0.00070721,0.00056657,0.00070932,0.00042487,0,0.00155719,0.00113074
sp1236,0,0,0,0,0,0,0,0,0,0,0,0,0.00365322,0.00548832,0,0,0,0,0,0,0,0,0,0,0,0
sp1237,0,0,0,0,0,0,0,0,0,0,0,0,0.01110018,0.00450324,0,0,0,0,0,0,0,0,0,0,0,0
sp1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009901,0,0,0,0.00014156,0.00014156,0.00042403
sp1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00014215,0.00014128,0.00028289,0.00014164,0,0.00014162,0,0,0
sp1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1242,0,0,0,0,0,0.00014059,0.00196795,0.00154516,0,0,0,0,0,0,0.00505973,0.00365169,0,0,0,0,0,0,0,0,0,0
sp1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0.00014128,0.00028289,0.00028329,0,0,0,0,0
sp1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0.00014144,0,0.00042559,0.00014162,0,0,0
sp1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0,0,0,0,0.00028373,0,0,0,0
sp1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00056859,0,0.00042433,0,0.00028373,0.00014162,0,0.00014156,0.00028269
sp1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0.0018479,0,0,0,0,0,0,0,0
sp1248,0,0,0,0,0,0.00435822,0.00829351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1249,0,0,0,0,0,0.00140588,0.00407647,0.00294985,0,0,0,0,0,0,0.00154603,0.00168539,0,0,0,0,0,0,0,0,0,0
sp1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0.00028257,0.00042433,0.00042493,0.00014186,0.00014162,0.00070781,0.00042469,0.00056537
sp1251,0,0,0,0.003376,0.00140528,0,0,0,0,0,0.00028098,0.00393258,0.00042153,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0.00056513,0.00070721,0.00056657,0,0.00070811,0.00042469,0,0.00014134
sp1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183668,0.00028289,0.00070822,0.00028373,0,0.00056625,0.00084938,0.00113074
sp1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0,0,0,0,0,0,0,0
sp1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1259,0.00042212,0.00056235,0,0,0,0,0.00014057,0,0.00014061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1260,0,0,0,0,0,0,0,0,0,0,0,0,0.00463679,0.00225162,0,0,0,0,0,0,0,0,0,0,0,0
sp1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0.00014144,0.00042493,0.00014186,0.00028325,0.00028313,0,0.00070671
sp1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00085288,0,0.00084866,0.00070822,0.00028373,0,0,0,0
sp1263,0.00056283,0.00168705,0.00210881,0,0,0,0,0,0.00140607,0.0021097,0.00098342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0,0,0,0,0,0
sp1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353207,0.00028289,0.00084986,0.00028373,0.00056649,0.00070781,0.00028313,0.00056537
sp1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042385,0.00028289,0.00113314,0.00099305,0.00028325,0.00056625,0.00084938,0.0009894
sp1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00014215,0.00056513,0.00028289,0.00056657,0,0,0,0,0.00028269
sp1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169539,0,0.00084986,0,0,0.00212344,0.00184032,0
sp1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1270,0,0,0,0,0,0,0,0,0,0.00014065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014156,0.00014134
sp1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00028429,0,0.00028289,0.00014164,0.00028373,0.00084974,0,0,0.00042403
sp1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00028429,0,0.00014144,0.00014164,0,0,0,0.00028313,0
sp1273,0,0,0.00028118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00113717,0.00028257,0.00028289,0.00028329,0,0.00014162,0.00042469,0.00042469,0.00014134
sp1274,0,0,0,0,0,0.00056235,0,0,0,0,0,0,0.00716594,0.00717703,0,0,0,0,0,0,0,0,0,0,0,0
sp1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0.00028289,0.00014164,0,0,0,0,0
sp1276,0.0022513,0.00098411,0,0,0,0,0,0,0.00210911,0.00281294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042385,0,0.00042493,0.00042559,0.00042487,0.00155719,0.00056625,0.00070671
sp1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085288,0,0.00028289,0,0,0,0,0,0
sp1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00056859,0,0,0,0.00056746,0,0.00014156,0,0
sp1280,0,0,0,0,0,0.00154646,0,0,0,0,0,0,0.00196712,0.00717703,0,0,0,0,0,0,0,0,0,0,0,0
sp1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00042644,0,0.00014144,0.00042493,0.00042559,0.00028325,0.00028313,0.00014156,0.00028269
sp1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00113717,0,0,0,0,0,0,0,0
sp1283,0,0,0,0,0,0,0,0,0,0,0.00196684,0.01151685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00014215,0.00113026,0.00056577,0.00056657,0.00056746,0.00014162,0.00141563,0.00042469,0.00084806
sp1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099066,0,0,0,0,0,0,0,0,0
sp1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00028429,0,0.00070721,0.00014164,0.00014186,0.00028325,0.00028313,0,0.00028269
sp1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00085288,0,0,0,0,0,0,0,0
sp1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00071073,0,0,0,0,0.00028325,0,0.00014156,0
sp1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0.00014144,0.00014164,0,0,0,0,0
sp1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0.00042385,0,0.00056657,0.00028373,0.00056649,0.00099094,0.00169875,0.0019788
sp1293,0.00028141,0,0,0,0,0,0,0,0,0,0,0,0.00014051,0.00042218,0,0,0,0,0,0,0,0,0,0,0,0
sp1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0,0,0.00014162,0.00028313,0.00042469,0
sp1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0,0,0.00042493,0.00085118,0.00099136,0.00028313,0.00169875,0.00014134
sp1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00042644,0,0.0009901,0,0.00085118,0.00099136,0,0.00056625,0.00014134
sp1297,0,0,0.00140588,0.00154733,0,0,0,0,0,0,0.00393369,0.00140449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00042644,0,0.00042433,0,0,0,0,0,0.00014134
sp1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028429,0,0.00014144,0.00014164,0.00042559,0.00113298,0,0.00042469,0.00070671
sp1300,0.00267342,0.00168705,0,0,0,0,0,0,0.00154668,0.00084388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1301,0,0,0,0,0,0,0.00337363,0,0,0,0,0,0.00210763,0.00281452,0,0,0,0,0,0,0,0,0,0,0,0
sp1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0.00056513,0,0,0.00042559,0.00042487,0,0,0
sp1303,0.00070353,0.00098411,0.00070294,0.00112533,0.00140528,0.00014059,0,0,0.00126547,0.00084388,0,0.0005618,0.0016861,0.00042218,0,0,0,0,0,0,0,0,0,0,0,0
sp1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0,0,0,0.00056649,0,0,0
sp1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042385,0,0.0009915,0.00042559,0.00056649,0,0,0.00127208
sp1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0,0.00042493,0.00014186,0.00028325,0.00155719,0.00028313,0.00070671
sp1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028329,0,0,0,0,0.00014134
sp1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00014215,0,0,0.00014164,0,0.00014162,0.00028313,0.00014156,0
sp1309,0.00014071,0,0.00281175,0.00056267,0,0,0,0,0,0,0.00224782,0.0002809,0,0.00014073,0,0,0,0,0,0,0,0,0.00014162,0,0,0
sp1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0.00028257,0,0.00014164,0,0,0,0.00014156,0.00028269
sp1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056859,0,0,0.00014164,0,0,0,0,0
sp1312,0,0,0,0,0,0.01223113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0.00098898,0,0.00070822,0.00028373,0.00155785,0.00226501,0.00070781,0.00028269
sp1314,0,0,0,0.00407934,0.00519955,0,0,0,0,0,0.00042147,0.00533708,0.00070254,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00056859,0,0.00014144,0.00014164,0.00070932,0.00014162,0,0,0
sp1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0,0.00042433,0.00056657,0.00141864,0.00056649,0.00056625,0.00084938,0.0019788
sp1317,0,0,0,0,0,0.00070294,0,0,0,0,0,0,0.00140509,0.00506614,0,0,0,0,0,0,0,0,0,0,0,0
sp1318,0,0,0,0,0,0,0,0,0,0,0,0,0.00660391,0.00281452,0,0,0,0,0,0,0,0,0,0,0,0
sp1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0.00056513,0.00042433,0.00056657,0.00028373,0.00042487,0.00099094,0.00042469,0.0009894
sp1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0,0,0,0,0,0
sp1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00028429,0,0,0,0.00014186,0,0,0,0
sp1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00028429,0,0.00028289,0,0,0,0,0,0
sp1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141283,0.00028289,0.00028329,0.00056746,0.00014162,0.00155719,0.00056625,0.0009894
sp1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014128,0.00042433,0.00028329,0,0,0,0,0
sp1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1327,0,0,0,0,0,0,0.00182738,0.00098328,0,0,0,0,0,0,0,0.00154494,0,0,0,0,0,0,0,0,0,0
sp1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183668,0.0009901,0.00070822,0,0.00014162,0.00042469,0,0.00056537
sp1329,0,0,0,0,0,0.00056235,0.00210852,0.00252845,0,0.00014065,0,0,0,0,0.00435699,0.00196629,0,0,0,0,0,0,0,0,0,0
sp1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0,0.00042433,0.00042493,0,0,0,0,0
sp1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1332,0.00253271,0.00154646,0,0,0,0,0,0,0.00267154,0.00140647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00014215,0,0.00056577,0.00042493,0.00042559,0.00056649,0,0.00070781,0.00028269
sp1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0.00028289,0,0.00113491,0,0,0,0.00042403
sp1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1336,0,0,0,0,0,0.00084353,0,0,0,0,0,0,0.00070254,0.00225162,0.00252987,0.0008427,0,0,0,0,0,0,0,0,0,0
sp1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0,0.00042433,0,0,0,0,0,0
sp1338,0,0,0,0,0,0.00323352,0,0,0,0,0,0,0.00056203,0.00112581,0,0,0,0,0,0,0,0,0,0,0,0
sp1339,0.00112565,0.00126529,0,0,0,0,0,0,0.00168729,0.00253165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00042644,0,0.00070721,0.00084986,0.00056746,0.00028325,0.00042469,0.00014156,0.00014134
sp1341,0.0022513,0.00238999,0,0,0,0,0,0,0.00140607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00042644,0.00042385,0,0.00014164,0.00042559,0.00099136,0.00014156,0.00056625,0.00056537
sp1343,0,0,0.00548292,0,0,0,0,0,0,0,0.00280978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
