,Sp22Columbia,Sp22upperColumbia,Sp22Willamette,Fa23Columbia,Fa23Sandy,Fa23Willamette
sp14278,0,0,0,2.32558E-05,0,0
sp14279,0,0,0,1.16279E-05,0,0
sp14280,0,0,0,1.16279E-05,0,0
sp14281,0,0,0,2.32558E-05,0,0
sp14282,0,0,0,1.16279E-05,0,0
sp14283,0,0,0,1.16279E-05,0,0
sp14284,0,0,0,2.32558E-05,0,0
sp14285,0,0,0,1.16279E-05,0,0
sp14286,0,0,0,1.16279E-05,0,0
sp14287,0,0,0,1.16279E-05,0,0
sp14288,0,0,0,1.16279E-05,0,0
sp14289,0,0,0,2.32558E-05,0,0
sp14290,0,0,0,1.16279E-05,0,0
sp14291,0,0,0,1.16279E-05,0,0
sp14292,0,0,0,1.16279E-05,0,0
sp14293,0,0,0,1.16279E-05,0,0
sp14294,0,0,0,1.16279E-05,0,0
sp14295,0,0,0,2.32558E-05,0,0
sp14296,0,0,0,1.16279E-05,0,0
sp14297,0,0,0,1.16279E-05,0,0
sp14298,0,0,0,1.16279E-05,0,0
sp14299,0,0,0,1.16279E-05,0,0
sp14300,0,0,0,1.16279E-05,0,0
sp14301,0,0,0,1.16279E-05,0,0
sp14302,0,0,0,1.16279E-05,0,0
sp14303,0,0,0,1.16279E-05,0,0
sp14304,0,0,0,2.32558E-05,0,0
sp14305,0,0,0,2.32558E-05,0,0
sp14306,0,0,0,1.16279E-05,0,0
sp14307,0,0,0,1.16279E-05,0,0
sp14308,0,0,0,2.32558E-05,0,0
sp14309,0,0,0,1.16279E-05,0,0
sp14310,0,0,0,1.16279E-05,0,0
sp14311,0,0,0,2.32558E-05,0,0
sp14312,0,0,0,1.16279E-05,0,0
sp14313,0,0,0,2.32558E-05,0,0
sp14314,0,0,0,1.16279E-05,0,0
sp14315,0,0,0,2.32558E-05,0,0
sp14316,0,0,0,1.16279E-05,0,0
sp14317,0,0,0,1.16279E-05,0,0
sp14318,0,0,0,1.16279E-05,0,0
sp14319,0,0,0,2.32558E-05,0,0
sp14320,0,0,0,1.16279E-05,0,0
sp14321,0,0,0,2.32558E-05,0,0
sp14322,0,0,0,1.16279E-05,0,0
sp14323,0,0,0,1.16279E-05,0,0
sp14324,0,0,0,1.16279E-05,0,0
sp14325,0,0,0,1.16279E-05,0,0
sp14326,0,0,0,1.16279E-05,0,0
sp14327,0,0,0,1.16279E-05,0,0
sp14328,0,0,0,1.16279E-05,0,0
sp14329,0,0,0,2.32558E-05,0,0
sp14330,0,0,0,2.32558E-05,0,0
sp14331,0,0,0,2.32558E-05,0,0
sp14332,0,0,0,1.16279E-05,0,0
sp14333,0,0,0,1.16279E-05,0,0
sp14334,0,0,0,1.16279E-05,0,0
sp14335,0,0,0,1.16279E-05,0,0
sp14336,0,0,0,1.16279E-05,0,0
sp14337,0,0,0,1.16279E-05,0,0
sp14338,0,0,0,1.16279E-05,0,0
sp14339,0,0,0,1.16279E-05,0,0
sp14340,0,0,0,1.16279E-05,0,0
sp14341,0,0,0,1.16279E-05,0,0
sp14342,0,0,0,1.16279E-05,0,0
sp14343,0,0,0,1.16279E-05,0,0
sp14344,0,0,0,1.16279E-05,0,0
sp14345,0,0,0,1.16279E-05,0,0
sp14346,0,0,0,2.32558E-05,0,0
sp14347,0,0,0,1.16279E-05,0,0
sp14348,0,0,0,1.16279E-05,0,0
sp14349,0,0,0,1.16279E-05,0,0
sp14350,0,0,0,2.32558E-05,0,0
sp14351,0,0,0,1.16279E-05,0,0
sp14352,0,0,0,2.32558E-05,0,0
sp14353,0,0,0,2.32558E-05,0,0
sp14354,0,0,0,1.16279E-05,0,0
sp14355,0,0,0,1.16279E-05,0,0
sp14356,0,0,0,1.16279E-05,0,0
sp14357,0,0,0,1.16279E-05,0,0
sp14358,0,0,0,1.16279E-05,0,0
sp14359,0,0,0,2.32558E-05,0,0
sp14360,0,0,0,1.16279E-05,0,0
sp14361,0,0,0,1.16279E-05,0,0
sp14362,0,0,0,1.16279E-05,0,0
sp14363,0,0,0,1.16279E-05,0,0
sp14364,0,0,0,2.32558E-05,0,0
sp14365,0,0,0,1.16279E-05,0,0
sp14366,0,0,0,2.32558E-05,0,0
sp14367,0,0,0,1.16279E-05,0,0
sp14368,0,0,0,1.16279E-05,0,0
sp14369,0,0,0,1.16279E-05,0,0
sp14370,0,0,0,1.16279E-05,0,0
sp14371,0,0,0,1.16279E-05,0,0
sp14372,0,0,0,1.16279E-05,0,0
sp14373,0,0,0,1.16279E-05,0,0
sp14374,0,0,0,1.16279E-05,0,0
sp14375,0,0,0,1.16279E-05,0,0
sp14376,0,0,0,1.16279E-05,0,0
sp14377,0,0,0,1.16279E-05,0,0
sp14378,0,0,0,1.16279E-05,0,0
sp14379,0,0,0,2.32558E-05,0,0
sp14380,0,0,0,1.16279E-05,0,0
sp14381,0,0,0,2.32558E-05,0,0
sp14382,0,0,0,2.32558E-05,0,0
sp14383,0,0,0,1.16279E-05,0,0
sp14384,0,0,0,1.16279E-05,0,0
sp14385,0,0,0,1.16279E-05,0,0
sp14386,0,0,0,2.32558E-05,0,0
sp14387,0,0,0,1.16279E-05,0,0
sp14388,0,0,0,1.16279E-05,0,0
sp14389,0,0,0,1.16279E-05,0,0
sp14390,0,0,0,1.16279E-05,0,0
sp14391,0,0,0,2.32558E-05,0,0
sp14392,0,0,0,1.16279E-05,0,0
sp14393,0,0,0,1.16279E-05,0,0
sp14394,0,0,0,2.32558E-05,0,0
sp14395,0,0,0,1.16279E-05,0,0
sp14396,0,0,0,1.16279E-05,0,0
sp14397,0,0,0,1.16279E-05,0,0
sp14398,0,0,0,1.16279E-05,0,0
sp14399,0,0,0,1.16279E-05,0,0
sp14400,0,0,0,2.32558E-05,0,0
sp14401,0,0,0,2.32558E-05,0,0
sp14402,0,0,0,1.16279E-05,0,0
sp14403,0,0,0,1.16279E-05,0,0
sp14404,0,0,0,1.16279E-05,0,0
sp14405,0,0,0,1.16279E-05,0,0
sp14406,0,0,0,1.16279E-05,0,0
sp14407,0,0,0,1.16279E-05,0,0
sp14408,0,0,0,1.16279E-05,0,0
sp14409,0,0,0,1.16279E-05,0,0
sp14410,0,0,0,2.32558E-05,0,0
sp14411,0,0,0,1.16279E-05,0,0
sp14412,0,0,0,1.16279E-05,0,0
sp14413,0,0,0,1.16279E-05,0,0
sp14414,0,0,0,1.16279E-05,0,0
sp14415,0,0,0,1.16279E-05,0,0
sp14416,0,0,0,2.32558E-05,0,0
sp14417,0,0,0,1.16279E-05,0,0
sp14418,0,0,0,1.16279E-05,0,0
sp14419,0,0,0,1.16279E-05,0,0
sp14420,0,0,0,1.16279E-05,0,0
sp14421,0,0,0,1.16279E-05,0,0
sp14422,0,0,0,1.16279E-05,0,0
sp14423,0,0,0,2.32558E-05,0,0
sp14424,0,0,0,1.16279E-05,0,0
sp14425,0,0,0,2.32558E-05,0,0
sp14426,0,0,0,1.16279E-05,0,0
sp14427,0,0,0,1.16279E-05,0,0
sp14428,0,0,0,2.32558E-05,0,0
sp14429,0,0,0,1.16279E-05,0,0
sp14430,0,0,0,2.32558E-05,0,0
sp14431,0,0,0,1.16279E-05,0,0
sp14432,0,0,0,2.32558E-05,0,0
sp14433,0,0,0,1.16279E-05,0,0
sp14434,0,0,0,1.16279E-05,0,0
sp14435,0,0,0,2.32558E-05,0,0
sp14436,0,0,0,2.32558E-05,0,0
sp14437,0,0,0,1.16279E-05,0,0
sp14438,0,0,0,1.16279E-05,0,0
sp14439,0,0,0,1.16279E-05,0,0
sp14440,0,0,0,2.32558E-05,0,0
sp14441,0,0,0,1.16279E-05,0,0
sp14442,0,0,0,1.16279E-05,0,0
sp14443,0,0,0,1.16279E-05,0,0
sp14444,0,0,0,1.16279E-05,0,0
sp14445,0,0,0,1.16279E-05,0,0
sp14446,0,0,0,1.16279E-05,0,0
sp14447,0,0,0,1.16279E-05,0,0
sp14448,0,0,0,1.16279E-05,0,0
sp14449,0,0,0,1.16279E-05,0,0
sp14450,0,0,0,1.16279E-05,0,0
sp14451,0,0,0,1.16279E-05,0,0
sp14452,0,0,0,1.16279E-05,0,0
sp14453,0,0,0,1.16279E-05,0,0
sp14454,0,0,0,1.16279E-05,0,0
sp14455,0,0,0,2.32558E-05,0,0
sp14456,0,0,0,2.32558E-05,0,0
sp14457,0,0,0,1.16279E-05,0,0
sp14458,0,0,0,1.16279E-05,0,0
sp14459,0,0,0,1.16279E-05,0,0
sp14460,0,0,0,2.32558E-05,0,0
sp14461,0,0,0,1.16279E-05,0,0
sp14462,0,0,0,1.16279E-05,0,0
sp14463,0,0,0,1.16279E-05,0,0
sp14464,0,0,0,1.16279E-05,0,0
sp14465,0,0,0,1.16279E-05,0,0
sp14466,0,0,0,1.16279E-05,0,0
sp14467,0,0,0,1.16279E-05,0,0
sp14468,0,0,0,2.32558E-05,0,0
sp14469,0,0,0,2.32558E-05,0,0
sp14470,0,0,0,1.16279E-05,0,0
sp14471,0,0,0,1.16279E-05,0,0
sp14472,0,0,0,1.16279E-05,0,0
sp14473,0,0,0,2.32558E-05,0,0
sp14474,0,0,0,1.16279E-05,0,0
sp14475,0,0,0,1.16279E-05,0,0
sp14476,0,0,0,1.16279E-05,0,0
sp14477,0,0,0,1.16279E-05,0,0
sp14478,0,0,0,1.16279E-05,0,0
sp14479,0,0,0,2.32558E-05,0,0
sp14480,0,0,0,1.16279E-05,0,0
sp14481,0,0,0,1.16279E-05,0,0
sp14482,0,0,0,2.32558E-05,0,0
sp14483,0,0,0,1.16279E-05,0,0
sp14484,0,0,0,1.16279E-05,0,0
sp14485,0,0,0,2.32558E-05,0,0
sp14486,0,0,0,2.32558E-05,0,0
sp14487,0,0,0,1.16279E-05,0,0
sp14488,0,0,0,2.32558E-05,0,0
sp14489,0,0,0,1.16279E-05,0,0
sp14490,0,0,0,2.32558E-05,0,0
sp14491,0,0,0,1.16279E-05,0,0
sp14492,0,0,0,1.16279E-05,0,0
sp14493,0,0,0,1.16279E-05,0,0
sp14494,0,0,0,1.16279E-05,0,0
sp14495,0,0,0,1.16279E-05,0,0
sp14496,0,0,0,1.16279E-05,0,0
sp14497,0,0,0,1.16279E-05,0,0
sp14498,0,0,0,1.16279E-05,0,0
sp14499,0,0,0,2.32558E-05,0,0
sp14500,0,0,0,2.32558E-05,0,0
sp14501,0,0,0,1.16279E-05,0,0
sp14502,0,0,0,1.16279E-05,0,0
sp14503,0,0,0,1.16279E-05,0,0
sp14504,0,0,0,1.16279E-05,0,0
sp14505,0,0,0,1.16279E-05,0,0
sp14506,0,0,0,1.16279E-05,0,0
sp14507,0,0,0,1.16279E-05,0,0
sp14508,0,0,0,2.32558E-05,0,0
sp14509,0,0,0,1.16279E-05,0,0
sp14510,0,0,0,1.16279E-05,0,0
sp14511,0,0,0,1.16279E-05,0,0
sp14512,0,0,0,1.16279E-05,0,0
sp14513,0,0,0,1.16279E-05,0,0
sp14514,0,0,0,2.32558E-05,0,0
sp14515,0,0,0,1.16279E-05,0,0
sp14516,0,0,0,1.16279E-05,0,0
sp14517,0,0,0,2.32558E-05,0,0
sp14518,0,0,0,1.16279E-05,0,0
sp14519,0,0,0,1.16279E-05,0,0
sp14520,0,0,0,2.32558E-05,0,0
sp14521,0,0,0,1.16279E-05,0,0
sp14522,0,0,0,1.16279E-05,0,0
sp14523,0,0,0,2.32558E-05,0,0
sp14524,0,0,0,0,1.16279E-05,0
sp14525,0,0,0,0,2.32558E-05,0
sp14526,0,0,0,0,2.32558E-05,0
sp14527,0,0,0,0,1.16279E-05,0
sp14528,0,0,0,0,1.16279E-05,0
sp14529,0,0,0,0,1.16279E-05,0
sp14530,0,0,0,0,2.32558E-05,0
sp14531,0,0,0,0,2.32558E-05,0
sp14532,0,0,0,0,1.16279E-05,0
sp14533,0,0,0,0,1.16279E-05,0
sp14534,0,0,0,0,1.16279E-05,0
sp14535,0,0,0,0,1.16279E-05,0
sp14536,0,0,0,0,1.16279E-05,0
sp14537,0,0,0,0,1.16279E-05,0
sp14538,0,0,0,0,1.16279E-05,0
sp14539,0,0,0,0,2.32558E-05,0
sp14540,0,0,0,0,2.32558E-05,0
sp14541,0,0,0,0,1.16279E-05,0
sp14542,0,0,0,0,1.16279E-05,0
sp14543,0,0,0,0,2.32558E-05,0
sp14544,0,0,0,0,1.16279E-05,0
sp14545,0,0,0,0,1.16279E-05,0
sp14546,0,0,0,0,2.32558E-05,0
sp14547,0,0,0,0,1.16279E-05,0
sp14548,0,0,0,0,1.16279E-05,0
sp14549,0,0,0,0,2.32558E-05,0
sp14550,0,0,0,0,1.16279E-05,0
sp14551,0,0,0,0,1.16279E-05,0
sp14552,0,0,0,0,1.16279E-05,0
sp14553,0,0,0,0,1.16279E-05,0
sp14554,0,0,0,0,1.16279E-05,0
sp14555,0,0,0,0,1.16279E-05,0
sp14556,0,0,0,0,1.16279E-05,0
sp14557,0,0,0,0,2.32558E-05,0
sp14558,0,0,0,0,1.16279E-05,0
sp14559,0,0,0,0,1.16279E-05,0
sp14560,0,0,0,0,1.16279E-05,0
sp14561,0,0,0,0,2.32558E-05,0
sp14562,0,0,0,0,2.32558E-05,0
sp14563,0,0,0,0,1.16279E-05,0
sp14564,0,0,0,0,1.16279E-05,0
sp14565,0,0,0,0,1.16279E-05,0
sp14566,0,0,0,0,2.32558E-05,0
sp14567,0,0,0,0,2.32558E-05,0
sp14568,0,0,0,0,2.32558E-05,0
sp14569,0,0,0,0,1.16279E-05,0
sp14570,0,0,0,0,2.32558E-05,0
sp14571,0,0,0,0,1.16279E-05,0
sp14572,0,0,0,0,1.16279E-05,0
sp14573,0,0,0,0,1.16279E-05,0
sp14574,0,0,0,0,1.16279E-05,0
sp14575,0,0,0,0,1.16279E-05,0
sp14576,0,0,0,0,2.32558E-05,0
sp14577,0,0,0,0,2.32558E-05,0
sp14578,0,0,0,0,1.16279E-05,0
sp14579,0,0,0,0,1.16279E-05,0
sp14580,0,0,0,0,1.16279E-05,0
sp14581,0,0,0,0,2.32558E-05,0
sp14582,0,0,0,0,1.16279E-05,0
sp14583,0,0,0,0,2.32558E-05,0
sp14584,0,0,0,0,2.32558E-05,0
sp14585,0,0,0,0,1.16279E-05,0
sp14586,0,0,0,0,2.32558E-05,0
sp14587,0,0,0,0,1.16279E-05,0
sp14588,0,0,0,0,2.32558E-05,0
sp14589,0,0,0,0,1.16279E-05,0
sp14590,0,0,0,0,2.32558E-05,0
sp14591,0,0,0,0,1.16279E-05,0
sp14592,0,0,0,0,1.16279E-05,0
sp14593,0,0,0,0,1.16279E-05,0
sp14594,0,0,0,0,1.16279E-05,0
sp14595,0,0,0,0,2.32558E-05,0
sp14596,0,0,0,0,2.32558E-05,0
sp14597,0,0,0,0,2.32558E-05,0
sp14598,0,0,0,0,1.16279E-05,0
sp14599,0,0,0,0,1.16279E-05,0
sp14600,0,0,0,0,2.32558E-05,0
sp14601,0,0,0,0,1.16279E-05,0
sp14602,0,0,0,0,1.16279E-05,0
sp14603,0,0,0,0,1.16279E-05,0
sp14604,0,0,0,0,1.16279E-05,0
sp14605,0,0,0,0,1.16279E-05,0
sp14606,0,0,0,0,2.32558E-05,0
sp14607,0,0,0,0,1.16279E-05,0
sp14608,0,0,0,0,1.16279E-05,0
sp14609,0,0,0,0,2.32558E-05,0
sp14610,0,0,0,0,1.16279E-05,0
sp14611,0,0,0,0,2.32558E-05,0
sp14612,0,0,0,0,1.16279E-05,0
sp14613,0,0,0,0,2.32558E-05,0
sp14614,0,0,0,0,2.32558E-05,0
sp14615,0,0,0,0,2.32558E-05,0
sp14616,0,0,0,0,1.16279E-05,0
sp14617,0,0,0,0,2.32558E-05,0
sp14618,0,0,0,0,1.16279E-05,0
sp14619,0,0,0,0,2.32558E-05,0
sp14620,0,0,0,0,1.16279E-05,0
sp14621,0,0,0,0,2.32558E-05,0
sp14622,0,0,0,0,1.16279E-05,0
sp14623,0,0,0,0,2.32558E-05,0
sp14624,0,0,0,0,2.32558E-05,0
sp14625,0,0,0,0,1.16279E-05,0
sp14626,0,0,0,0,1.16279E-05,0
sp14627,0,0,0,0,1.16279E-05,0
sp14628,0,0,0,0,2.32558E-05,0
sp14629,0,0,0,0,1.16279E-05,0
sp14630,0,0,0,0,2.32558E-05,0
sp14631,0,0,0,0,2.32558E-05,0
sp14632,0,0,0,0,1.16279E-05,0
sp14633,0,0,0,0,1.16279E-05,0
sp14634,0,0,0,0,1.16279E-05,0
sp14635,0,0,0,0,2.32558E-05,0
sp14636,0,0,0,0,1.16279E-05,0
sp14637,0,0,0,0,2.32558E-05,0
sp14638,0,0,0,0,2.32558E-05,0
sp14639,0,0,0,0,1.16279E-05,0
sp14640,0,0,0,0,2.32558E-05,0
sp14641,0,0,0,0,2.32558E-05,0
sp14642,0,0,0,0,2.32558E-05,0
sp14643,0,0,0,0,1.16279E-05,0
sp14644,0,0,0,0,2.32558E-05,0
sp14645,0,0,0,0,2.32558E-05,0
sp14646,0,0,0,0,2.32558E-05,0
sp14647,0,0,0,0,1.16279E-05,0
sp14648,0,0,0,0,1.16279E-05,0
sp14649,0,0,0,0,1.16279E-05,0
sp14650,0,0,0,0,1.16279E-05,0
sp14651,0,0,0,0,1.16279E-05,0
sp14652,0,0,0,0,1.16279E-05,0
sp14653,0,0,0,0,2.32558E-05,0
sp14654,0,0,0,0,1.16279E-05,0
sp14655,0,0,0,0,1.16279E-05,0
sp14656,0,0,0,0,1.16279E-05,0
sp14657,0,0,0,0,2.32558E-05,0
sp14658,0,0,0,0,1.16279E-05,0
sp14659,0,0,0,0,1.16279E-05,0
sp14660,0,0,0,0,1.16279E-05,0
sp14661,0,0,0,0,1.16279E-05,0
sp14662,0,0,0,0,1.16279E-05,0
sp14663,0,0,0,0,2.32558E-05,0
sp14664,0,0,0,0,1.16279E-05,0
sp14665,0,0,0,0,2.32558E-05,0
sp14666,0,0,0,0,1.16279E-05,0
sp14667,0,0,0,0,1.16279E-05,0
sp14668,0,0,0,0,1.16279E-05,0
sp14669,0,0,0,0,1.16279E-05,0
sp14670,0,0,0,0,1.16279E-05,0
sp14671,0,0,0,0,2.32558E-05,0
sp14672,0,0,0,0,2.32558E-05,0
sp14673,0,0,0,0,2.32558E-05,0
sp14674,0,0,0,0,1.16279E-05,0
sp14675,0,0,0,0,1.16279E-05,0
sp14676,0,0,0,0,1.16279E-05,0
sp14677,0,0,0,0,2.32558E-05,0
sp14678,0,0,0,0,1.16279E-05,0
sp14679,0,0,0,0,2.32558E-05,0
sp14680,0,0,0,0,2.32558E-05,0
sp14681,0,0,0,0,1.16279E-05,0
sp14682,0,0,0,0,1.16279E-05,0
sp14683,0,0,0,0,1.16279E-05,0
sp14684,0,0,0,0,1.16279E-05,0
sp14685,0,0,0,0,2.32558E-05,0
sp14686,0,0,0,0,1.16279E-05,0
sp14687,0,0,0,0,1.16279E-05,0
sp14688,0,0,0,0,2.32558E-05,0
sp14689,0,0,0,0,1.16279E-05,0
sp14690,0,0,0,0,2.32558E-05,0
sp14691,0,0,0,0,1.16279E-05,0
sp14692,0,0,0,0,2.32558E-05,0
sp14693,0,0,0,0,1.16279E-05,0
sp14694,0,0,0,0,2.32558E-05,0
sp14695,0,0,0,0,2.32558E-05,0
sp14696,0,0,0,0,1.16279E-05,0
sp14697,0,0,0,0,1.16279E-05,0
sp14698,0,0,0,0,2.32558E-05,0
sp14699,0,0,0,0,2.32558E-05,0
sp14700,0,0,0,0,1.16279E-05,0
sp14701,0,0,0,0,1.16279E-05,0
sp14702,0,0,0,0,1.16279E-05,0
sp14703,0,0,0,0,1.16279E-05,0
sp14704,0,0,0,0,2.32558E-05,0
sp14705,0,0,0,0,1.16279E-05,0
sp14706,0,0,0,0,1.16279E-05,0
sp14707,0,0,0,0,1.16279E-05,0
sp14708,0,0,0,0,2.32558E-05,0
sp14709,0,0,0,0,1.16279E-05,0
sp14710,0,0,0,0,2.32558E-05,0
sp14711,0,0,0,0,1.16279E-05,0
sp14712,0,0,0,0,1.16279E-05,0
sp14713,0,0,0,0,1.16279E-05,0
sp14714,0,0,0,0,2.32558E-05,0
sp14715,0,0,0,0,2.32558E-05,0
sp14716,0,0,0,0,1.16279E-05,0
sp14717,0,0,0,0,2.32558E-05,0
sp14718,0,0,0,0,1.16279E-05,0
sp14719,0,0,0,0,2.32558E-05,0
sp14720,0,0,0,0,2.32558E-05,0
sp14721,0,0,0,0,1.16279E-05,0
sp14722,0,0,0,0,1.16279E-05,0
sp14723,0,0,0,0,2.32558E-05,0
sp14724,0,0,0,0,1.16279E-05,0
sp14725,0,0,0,0,1.16279E-05,0
sp14726,0,0,0,0,1.16279E-05,0
sp14727,0,0,0,0,2.32558E-05,0
sp14728,0,0,0,0,1.16279E-05,0
sp14729,0,0,0,0,1.16279E-05,0
sp14730,0,0,0,0,1.16279E-05,0
sp14731,0,0,0,0,2.32558E-05,0
sp14732,0,0,0,0,1.16279E-05,0
sp14733,0,0,0,0,1.16279E-05,0
sp14734,0,0,0,0,2.32558E-05,0
sp14735,0,0,0,0,1.16279E-05,0
sp14736,0,0,0,0,1.16279E-05,0
sp14737,0,0,0,0,2.32558E-05,0
sp14738,0,0,0,0,1.16279E-05,0
sp14739,0,0,0,0,1.16279E-05,0
sp14740,0,0,0,0,1.16279E-05,0
sp14741,0,0,0,0,2.32558E-05,0
sp14742,0,0,0,0,2.32558E-05,0
sp14743,0,0,0,0,1.16279E-05,0
sp14744,0,0,0,0,1.16279E-05,0
sp14745,0,0,0,0,2.32558E-05,0
sp14746,0,0,0,0,2.32558E-05,0
sp14747,0,0,0,0,2.32558E-05,0
sp14748,0,0,0,0,2.32558E-05,0
sp14749,0,0,0,0,1.16279E-05,0
sp14750,0,0,0,0,2.32558E-05,0
sp14751,0,0,0,0,1.16279E-05,0
sp14752,0,0,0,0,2.32558E-05,0
sp14753,0,0,0,0,1.16279E-05,0
sp14754,0,0,0,0,1.16279E-05,0
sp14755,0,0,0,0,2.32558E-05,0
sp14756,0,0,0,0,1.16279E-05,0
sp14757,0,0,0,0,2.32558E-05,0
sp14758,0,0,0,0,1.16279E-05,0
sp14759,0,0,0,0,1.16279E-05,0
sp14760,0,0,0,0,2.32558E-05,0
sp14761,0,0,0,0,1.16279E-05,0
sp14762,0,0,0,0,1.16279E-05,0
sp14763,0,0,0,0,2.32558E-05,0
sp14764,0,0,0,0,1.16279E-05,0
sp14765,0,0,0,0,1.16279E-05,0
sp14766,0,0,0,0,1.16279E-05,0
sp14767,0,0,0,0,1.16279E-05,0
sp14768,0,0,0,0,2.32558E-05,0
sp14769,0,0,0,0,1.16279E-05,0
sp14770,0,0,0,0,1.16279E-05,0
sp14771,0,0,0,0,1.16279E-05,0
sp14772,0,0,0,0,2.32558E-05,0
sp14773,0,0,0,0,1.16279E-05,0
sp14774,0,0,0,0,2.32558E-05,0
sp14775,0,0,0,0,1.16279E-05,0
sp14776,0,0,0,0,1.16279E-05,0
sp14777,0,0,0,0,1.16279E-05,0
sp14778,0,0,0,0,1.16279E-05,0
sp14779,0,0,0,0,2.32558E-05,0
sp14780,0,0,0,0,2.32558E-05,0
sp14781,0,0,0,0,1.16279E-05,0
sp14782,0,0,0,0,2.32558E-05,0
sp14783,0,0,0,0,1.16279E-05,0
sp14784,0,0,0,0,1.16279E-05,0
sp14785,0,0,0,0,2.32558E-05,0
sp14786,0,0,0,0,2.32558E-05,0
sp14787,0,0,0,0,2.32558E-05,0
sp14788,0,0,0,0,2.32558E-05,0
sp14789,0,0,0,0,2.32558E-05,0
sp14790,0,0,0,0,2.32558E-05,0
sp14791,0,0,0,0,1.16279E-05,0
sp14792,0,0,0,0,2.32558E-05,0
sp14793,0,0,0,0,1.16279E-05,0
sp14794,0,0,0,0,1.16279E-05,0
sp14795,0,0,0,0,2.32558E-05,0
sp14796,0,0,0,0,2.32558E-05,0
sp14797,0,0,0,0,2.32558E-05,0
sp14798,0,0,0,0,1.16279E-05,0
sp14799,0,0,0,0,2.32558E-05,0
sp14800,0,0,0,0,1.16279E-05,0
sp14801,0,0,0,0,1.16279E-05,0
sp14802,0,0,0,0,1.16279E-05,0
sp14803,0,0,0,0,1.16279E-05,0
sp14804,0,0,0,0,1.16279E-05,0
sp14805,0,0,0,0,1.16279E-05,0
sp14806,0,0,0,0,1.16279E-05,0
sp14807,0,0,0,0,1.16279E-05,0
sp14808,0,0,0,0,2.32558E-05,0
sp14809,0,0,0,0,1.16279E-05,0
sp14810,0,0,0,0,2.32558E-05,0
sp14811,0,0,0,0,1.16279E-05,0
sp14812,0,0,0,0,2.32558E-05,0
sp14813,0,0,0,0,1.16279E-05,0
sp14814,0,0,0,0,2.32558E-05,0
sp14815,0,0,0,0,1.16279E-05,0
sp14816,0,0,0,0,1.16279E-05,0
sp14817,0,0,0,0,2.32558E-05,0
sp14818,0,0,0,0,1.16279E-05,0
sp14819,0,0,0,0,2.32558E-05,0
sp14820,0,0,0,0,1.16279E-05,0
sp14821,0,0,0,0,1.16279E-05,0
sp14822,0,0,0,0,1.16279E-05,0
sp14823,0,0,0,0,1.16279E-05,0
sp14824,0,0,0,0,1.16279E-05,0
sp14825,0,0,0,0,1.16279E-05,0
sp14826,0,0,0,0,2.32558E-05,0
sp14827,0,0,0,0,1.16279E-05,0
sp14828,0,0,0,0,2.32558E-05,0
sp14829,0,0,0,0,1.16279E-05,0
sp14830,0,0,0,0,2.32558E-05,0
sp14831,0,0,0,0,1.16279E-05,0
sp14832,0,0,0,0,1.16279E-05,0
sp14833,0,0,0,0,1.16279E-05,0
sp14834,0,0,0,0,2.32558E-05,0
sp14835,0,0,0,0,1.16279E-05,0
sp14836,0,0,0,0,1.16279E-05,0
sp14837,0,0,0,0,1.16279E-05,0
sp14838,0,0,0,0,2.32558E-05,0
sp14839,0,0,0,0,1.16279E-05,0
sp14840,0,0,0,0,2.32558E-05,0
sp14841,0,0,0,0,1.16279E-05,0
sp14842,0,0,0,0,2.32558E-05,0
sp14843,0,0,0,0,1.16279E-05,0
sp14844,0,0,0,0,2.32558E-05,0
sp14845,0,0,0,0,1.16279E-05,0
sp14846,0,0,0,0,1.16279E-05,0
sp14847,0,0,0,0,1.16279E-05,0
sp14848,0,0,0,0,1.16279E-05,0
sp14849,0,0,0,0,2.32558E-05,0
sp14850,0,0,0,0,2.32558E-05,0
sp14851,0,0,0,0,1.16279E-05,0
sp14852,0,0,0,0,1.16279E-05,0
sp14853,0,0,0,0,2.32558E-05,0
sp14854,0,0,0,0,2.32558E-05,0
sp14855,0,0,0,0,1.16279E-05,0
sp14856,0,0,0,0,1.16279E-05,0
sp14857,0,0,0,0,2.32558E-05,0
sp14858,0,0,0,0,1.16279E-05,0
sp14859,0,0,0,0,2.32558E-05,0
sp14860,0,0,0,0,1.16279E-05,0
sp14861,0,0,0,0,1.16279E-05,0
sp14862,0,0,0,0,2.32558E-05,0
sp14863,0,0,0,0,2.32558E-05,0
sp14864,0,0,0,0,2.32558E-05,0
sp14865,0,0,0,0,1.16279E-05,0
sp14866,0,0,0,0,2.32558E-05,0
sp14867,0,0,0,0,1.16279E-05,0
sp14868,0,0,0,0,1.16279E-05,0
sp14869,0,0,0,0,2.32558E-05,0
sp14870,0,0,0,0,1.16279E-05,0
sp14871,0,0,0,0,1.16279E-05,0
sp14872,0,0,0,0,2.32558E-05,0
sp14873,0,0,0,0,2.32558E-05,0
sp14874,0,0,0,0,1.16279E-05,0
sp14875,0,0,0,0,1.16279E-05,0
sp14876,0,0,0,0,1.16279E-05,0
sp14877,0,0,0,0,2.32558E-05,0
sp14878,0,0,0,0,1.16279E-05,0
sp14879,0,0,0,0,2.32558E-05,0
sp14880,0,0,0,0,1.16279E-05,0
sp14881,0,0,0,0,1.16279E-05,0
sp14882,0,0,0,0,2.32558E-05,0
sp14883,0,0,0,0,2.32558E-05,0
